variable,dpto,analisis,desagregacion,año,valor
jefe_hogar_genero,Nacional,Área,Rural,2022,0.23
jefe_hogar_genero,Nacional,Área,Urbano,2022,0.36
jefe_hogar_genero,Amazonas,Total,Total,2022,0.24
jefe_hogar_genero,Apurímac,Total,Total,2022,0.29
jefe_hogar_genero,Arequipa,Total,Total,2022,0.38
jefe_hogar_genero,Ayacucho,Total,Total,2022,0.30
jefe_hogar_genero,Cajamarca,Total,Total,2022,0.25
jefe_hogar_genero,Callao,Total,Total,2022,0.38
jefe_hogar_genero,Cusco,Total,Total,2022,0.30
jefe_hogar_genero,Huancavelica,Total,Total,2022,0.26
jefe_hogar_genero,Huánuco,Total,Total,2022,0.28
jefe_hogar_genero,Ica,Total,Total,2022,0.43
jefe_hogar_genero,Junín,Total,Total,2022,0.32
jefe_hogar_genero,La Libertad,Total,Total,2022,0.33
jefe_hogar_genero,Lambayeque,Total,Total,2022,0.35
jefe_hogar_genero,Lima,Total,Total,2022,0.39
jefe_hogar_genero,Loreto,Total,Total,2022,0.24
jefe_hogar_genero,Madre de Dios,Total,Total,2022,0.28
jefe_hogar_genero,Moquegua,Total,Total,2022,0.35
jefe_hogar_genero,Pasco,Total,Total,2022,0.20
jefe_hogar_genero,Piura,Total,Total,2022,0.30
jefe_hogar_genero,Puno,Total,Total,2022,0.38
jefe_hogar_genero,San Martín,Total,Total,2022,0.19
jefe_hogar_genero,Tacna,Total,Total,2022,0.35
jefe_hogar_genero,Tumbes,Total,Total,2022,0.21
jefe_hogar_genero,Ucayali,Total,Total,2022,0.36
jefe_hogar_genero,Áncash,Total,Total,2022,0.30
jefe_hogar_genero,Amazonas,Área,Rural,2022,0.16
jefe_hogar_genero,Amazonas,Área,Urbano,2022,0.30
jefe_hogar_genero,Apurímac,Área,Rural,2022,0.25
jefe_hogar_genero,Apurímac,Área,Urbano,2022,0.32
jefe_hogar_genero,Arequipa,Área,Rural,2022,0.24
jefe_hogar_genero,Arequipa,Área,Urbano,2022,0.40
jefe_hogar_genero,Ayacucho,Área,Rural,2022,0.25
jefe_hogar_genero,Ayacucho,Área,Urbano,2022,0.33
jefe_hogar_genero,Cajamarca,Área,Rural,2022,0.22
jefe_hogar_genero,Cajamarca,Área,Urbano,2022,0.28
jefe_hogar_genero,Callao,Área,Urbano,2022,0.38
jefe_hogar_genero,Cusco,Área,Rural,2022,0.22
jefe_hogar_genero,Cusco,Área,Urbano,2022,0.35
jefe_hogar_genero,Huancavelica,Área,Rural,2022,0.25
jefe_hogar_genero,Huancavelica,Área,Urbano,2022,0.30
jefe_hogar_genero,Huánuco,Área,Rural,2022,0.22
jefe_hogar_genero,Huánuco,Área,Urbano,2022,0.35
jefe_hogar_genero,Ica,Área,Rural,2022,0.36
jefe_hogar_genero,Ica,Área,Urbano,2022,0.43
jefe_hogar_genero,Junín,Área,Rural,2022,0.22
jefe_hogar_genero,Junín,Área,Urbano,2022,0.36
jefe_hogar_genero,La Libertad,Área,Rural,2022,0.20
jefe_hogar_genero,La Libertad,Área,Urbano,2022,0.36
jefe_hogar_genero,Lambayeque,Área,Rural,2022,0.22
jefe_hogar_genero,Lambayeque,Área,Urbano,2022,0.37
jefe_hogar_genero,Lima,Área,Rural,2022,0.29
jefe_hogar_genero,Lima,Área,Urbano,2022,0.40
jefe_hogar_genero,Loreto,Área,Rural,2022,0.10
jefe_hogar_genero,Loreto,Área,Urbano,2022,0.29
jefe_hogar_genero,Madre de Dios,Área,Rural,2022,0.22
jefe_hogar_genero,Madre de Dios,Área,Urbano,2022,0.29
jefe_hogar_genero,Moquegua,Área,Rural,2022,0.25
jefe_hogar_genero,Moquegua,Área,Urbano,2022,0.37
jefe_hogar_genero,Pasco,Área,Rural,2022,0.18
jefe_hogar_genero,Pasco,Área,Urbano,2022,0.20
jefe_hogar_genero,Piura,Área,Rural,2022,0.20
jefe_hogar_genero,Piura,Área,Urbano,2022,0.32
jefe_hogar_genero,Puno,Área,Rural,2022,0.36
jefe_hogar_genero,Puno,Área,Urbano,2022,0.39
jefe_hogar_genero,San Martín,Área,Rural,2022,0.11
jefe_hogar_genero,San Martín,Área,Urbano,2022,0.21
jefe_hogar_genero,Tacna,Área,Rural,2022,0.19
jefe_hogar_genero,Tacna,Área,Urbano,2022,0.38
jefe_hogar_genero,Tumbes,Área,Rural,2022,0.13
jefe_hogar_genero,Tumbes,Área,Urbano,2022,0.22
jefe_hogar_genero,Ucayali,Área,Rural,2022,0.17
jefe_hogar_genero,Ucayali,Área,Urbano,2022,0.39
jefe_hogar_genero,Áncash,Área,Rural,2022,0.21
jefe_hogar_genero,Áncash,Área,Urbano,2022,0.34
Tasa de Asistencia Educación Inicial (%),Nacional,Total,Total,2021,0.75
Tasa de Asistencia Educación Inicial (%),Nacional,Área,Rural,2021,0.78
Tasa de Asistencia Educación Inicial (%),Nacional,Área,Urbano,2021,0.74
Tasa de Asistencia Educación Inicial (%),Amazonas,Total,Total,2021,0.85
Tasa de Asistencia Educación Inicial (%),Apurímac,Total,Total,2021,0.81
Tasa de Asistencia Educación Inicial (%),Arequipa,Total,Total,2021,0.75
Tasa de Asistencia Educación Inicial (%),Ayacucho,Total,Total,2021,0.83
Tasa de Asistencia Educación Inicial (%),Cajamarca,Total,Total,2021,0.81
Tasa de Asistencia Educación Inicial (%),Callao,Total,Total,2021,0.72
Tasa de Asistencia Educación Inicial (%),Cusco,Total,Total,2021,0.77
Tasa de Asistencia Educación Inicial (%),Huancavelica,Total,Total,2021,0.90
Tasa de Asistencia Educación Inicial (%),Huánuco,Total,Total,2021,0.74
Tasa de Asistencia Educación Inicial (%),Ica,Total,Total,2021,0.78
Tasa de Asistencia Educación Inicial (%),Junín,Total,Total,2021,0.79
Tasa de Asistencia Educación Inicial (%),La Libertad,Total,Total,2021,0.77
Tasa de Asistencia Educación Inicial (%),Lambayeque,Total,Total,2021,0.60
Tasa de Asistencia Educación Inicial (%),Lima,Total,Total,2021,0.73
Tasa de Asistencia Educación Inicial (%),Loreto,Total,Total,2021,0.66
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Total,Total,2021,0.72
Tasa de Asistencia Educación Inicial (%),Moquegua,Total,Total,2021,0.93
Tasa de Asistencia Educación Inicial (%),Pasco,Total,Total,2021,0.79
Tasa de Asistencia Educación Inicial (%),Piura,Total,Total,2021,0.82
Tasa de Asistencia Educación Inicial (%),Puno,Total,Total,2021,0.75
Tasa de Asistencia Educación Inicial (%),San Martín,Total,Total,2021,0.69
Tasa de Asistencia Educación Inicial (%),Tacna,Total,Total,2021,0.79
Tasa de Asistencia Educación Inicial (%),Tumbes,Total,Total,2021,0.78
Tasa de Asistencia Educación Inicial (%),Ucayali,Total,Total,2021,0.66
Tasa de Asistencia Educación Inicial (%),Áncash,Total,Total,2021,0.75
Tasa de Asistencia Educación Inicial (%),Amazonas,Área,Rural,2021,0.79
Tasa de Asistencia Educación Inicial (%),Amazonas,Área,Urbano,2021,0.92
Tasa de Asistencia Educación Inicial (%),Apurímac,Área,Rural,2021,0.82
Tasa de Asistencia Educación Inicial (%),Apurímac,Área,Urbano,2021,0.80
Tasa de Asistencia Educación Inicial (%),Arequipa,Área,Rural,2021,0.77
Tasa de Asistencia Educación Inicial (%),Arequipa,Área,Urbano,2021,0.75
Tasa de Asistencia Educación Inicial (%),Ayacucho,Área,Rural,2021,0.86
Tasa de Asistencia Educación Inicial (%),Ayacucho,Área,Urbano,2021,0.80
Tasa de Asistencia Educación Inicial (%),Cajamarca,Área,Rural,2021,0.88
Tasa de Asistencia Educación Inicial (%),Cajamarca,Área,Urbano,2021,0.70
Tasa de Asistencia Educación Inicial (%),Callao,Área,Urbano,2021,0.72
Tasa de Asistencia Educación Inicial (%),Cusco,Área,Rural,2021,0.76
Tasa de Asistencia Educación Inicial (%),Cusco,Área,Urbano,2021,0.78
Tasa de Asistencia Educación Inicial (%),Huancavelica,Área,Rural,2021,0.91
Tasa de Asistencia Educación Inicial (%),Huancavelica,Área,Urbano,2021,0.88
Tasa de Asistencia Educación Inicial (%),Huánuco,Área,Rural,2021,0.76
Tasa de Asistencia Educación Inicial (%),Huánuco,Área,Urbano,2021,0.70
Tasa de Asistencia Educación Inicial (%),Ica,Área,Rural,2021,0.90
Tasa de Asistencia Educación Inicial (%),Ica,Área,Urbano,2021,0.77
Tasa de Asistencia Educación Inicial (%),Junín,Área,Rural,2021,0.81
Tasa de Asistencia Educación Inicial (%),Junín,Área,Urbano,2021,0.78
Tasa de Asistencia Educación Inicial (%),La Libertad,Área,Rural,2021,0.79
Tasa de Asistencia Educación Inicial (%),La Libertad,Área,Urbano,2021,0.77
Tasa de Asistencia Educación Inicial (%),Lambayeque,Área,Rural,2021,0.61
Tasa de Asistencia Educación Inicial (%),Lambayeque,Área,Urbano,2021,0.59
Tasa de Asistencia Educación Inicial (%),Lima,Área,Rural,2021,0.85
Tasa de Asistencia Educación Inicial (%),Lima,Área,Urbano,2021,0.72
Tasa de Asistencia Educación Inicial (%),Loreto,Área,Rural,2021,0.64
Tasa de Asistencia Educación Inicial (%),Loreto,Área,Urbano,2021,0.67
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Área,Rural,2021,0.64
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Área,Urbano,2021,0.74
Tasa de Asistencia Educación Inicial (%),Moquegua,Área,Rural,2021,0.91
Tasa de Asistencia Educación Inicial (%),Moquegua,Área,Urbano,2021,0.94
Tasa de Asistencia Educación Inicial (%),Pasco,Área,Rural,2021,0.82
Tasa de Asistencia Educación Inicial (%),Pasco,Área,Urbano,2021,0.76
Tasa de Asistencia Educación Inicial (%),Piura,Área,Rural,2021,0.77
Tasa de Asistencia Educación Inicial (%),Piura,Área,Urbano,2021,0.84
Tasa de Asistencia Educación Inicial (%),Puno,Área,Rural,2021,0.73
Tasa de Asistencia Educación Inicial (%),Puno,Área,Urbano,2021,0.77
Tasa de Asistencia Educación Inicial (%),San Martín,Área,Rural,2021,0.73
Tasa de Asistencia Educación Inicial (%),San Martín,Área,Urbano,2021,0.67
Tasa de Asistencia Educación Inicial (%),Tacna,Área,Rural,2021,0.74
Tasa de Asistencia Educación Inicial (%),Tacna,Área,Urbano,2021,0.79
Tasa de Asistencia Educación Inicial (%),Tumbes,Área,Rural,2021,0.72
Tasa de Asistencia Educación Inicial (%),Tumbes,Área,Urbano,2021,0.79
Tasa de Asistencia Educación Inicial (%),Ucayali,Área,Rural,2021,0.69
Tasa de Asistencia Educación Inicial (%),Ucayali,Área,Urbano,2021,0.64
Tasa de Asistencia Educación Inicial (%),Áncash,Área,Rural,2021,0.73
Tasa de Asistencia Educación Inicial (%),Áncash,Área,Urbano,2021,0.77
tamano_hogar,Nacional,Total,Total,2021,0.00
jefe_hogar_genero,Nacional,Total,Total,2021,0.33
jefe_hogar_genero,Nacional,Área,Rural,2021,0.22
jefe_hogar_genero,Nacional,Área,Urbano,2021,0.36
jefe_hogar_genero,Amazonas,Total,Total,2021,0.24
jefe_hogar_genero,Apurímac,Total,Total,2021,0.23
jefe_hogar_genero,Arequipa,Total,Total,2021,0.40
jefe_hogar_genero,Ayacucho,Total,Total,2021,0.30
jefe_hogar_genero,Cajamarca,Total,Total,2021,0.24
jefe_hogar_genero,Callao,Total,Total,2021,0.37
jefe_hogar_genero,Cusco,Total,Total,2021,0.31
jefe_hogar_genero,Huancavelica,Total,Total,2021,0.26
jefe_hogar_genero,Huánuco,Total,Total,2021,0.28
jefe_hogar_genero,Ica,Total,Total,2021,0.39
jefe_hogar_genero,Junín,Total,Total,2021,0.32
jefe_hogar_genero,La Libertad,Total,Total,2021,0.31
jefe_hogar_genero,Lambayeque,Total,Total,2021,0.31
jefe_hogar_genero,Lima,Total,Total,2021,0.40
jefe_hogar_genero,Loreto,Total,Total,2021,0.24
jefe_hogar_genero,Madre de Dios,Total,Total,2021,0.28
jefe_hogar_genero,Moquegua,Total,Total,2021,0.32
jefe_hogar_genero,Pasco,Total,Total,2021,0.20
jefe_hogar_genero,Piura,Total,Total,2021,0.27
jefe_hogar_genero,Puno,Total,Total,2021,0.38
jefe_hogar_genero,San Martín,Total,Total,2021,0.18
jefe_hogar_genero,Tacna,Total,Total,2021,0.32
jefe_hogar_genero,Tumbes,Total,Total,2021,0.22
jefe_hogar_genero,Ucayali,Total,Total,2021,0.35
jefe_hogar_genero,Áncash,Total,Total,2021,0.32
jefe_hogar_genero,Amazonas,Área,Rural,2021,0.17
jefe_hogar_genero,Amazonas,Área,Urbano,2021,0.29
jefe_hogar_genero,Apurímac,Área,Rural,2021,0.20
jefe_hogar_genero,Apurímac,Área,Urbano,2021,0.26
jefe_hogar_genero,Arequipa,Área,Rural,2021,0.26
jefe_hogar_genero,Arequipa,Área,Urbano,2021,0.41
jefe_hogar_genero,Ayacucho,Área,Rural,2021,0.23
jefe_hogar_genero,Ayacucho,Área,Urbano,2021,0.34
jefe_hogar_genero,Cajamarca,Área,Rural,2021,0.21
jefe_hogar_genero,Cajamarca,Área,Urbano,2021,0.28
jefe_hogar_genero,Callao,Área,Urbano,2021,0.37
jefe_hogar_genero,Cusco,Área,Rural,2021,0.22
jefe_hogar_genero,Cusco,Área,Urbano,2021,0.36
jefe_hogar_genero,Huancavelica,Área,Rural,2021,0.24
jefe_hogar_genero,Huancavelica,Área,Urbano,2021,0.30
jefe_hogar_genero,Huánuco,Área,Rural,2021,0.23
jefe_hogar_genero,Huánuco,Área,Urbano,2021,0.34
jefe_hogar_genero,Ica,Área,Rural,2021,0.31
jefe_hogar_genero,Ica,Área,Urbano,2021,0.40
jefe_hogar_genero,Junín,Área,Rural,2021,0.22
jefe_hogar_genero,Junín,Área,Urbano,2021,0.36
jefe_hogar_genero,La Libertad,Área,Rural,2021,0.24
jefe_hogar_genero,La Libertad,Área,Urbano,2021,0.33
jefe_hogar_genero,Lambayeque,Área,Rural,2021,0.21
jefe_hogar_genero,Lambayeque,Área,Urbano,2021,0.33
jefe_hogar_genero,Lima,Área,Rural,2021,0.26
jefe_hogar_genero,Lima,Área,Urbano,2021,0.40
jefe_hogar_genero,Loreto,Área,Rural,2021,0.08
jefe_hogar_genero,Loreto,Área,Urbano,2021,0.30
jefe_hogar_genero,Madre de Dios,Área,Rural,2021,0.19
jefe_hogar_genero,Madre de Dios,Área,Urbano,2021,0.30
jefe_hogar_genero,Moquegua,Área,Rural,2021,0.21
jefe_hogar_genero,Moquegua,Área,Urbano,2021,0.35
jefe_hogar_genero,Pasco,Área,Rural,2021,0.18
jefe_hogar_genero,Pasco,Área,Urbano,2021,0.21
jefe_hogar_genero,Piura,Área,Rural,2021,0.20
jefe_hogar_genero,Piura,Área,Urbano,2021,0.29
jefe_hogar_genero,Puno,Área,Rural,2021,0.37
jefe_hogar_genero,Puno,Área,Urbano,2021,0.39
jefe_hogar_genero,San Martín,Área,Rural,2021,0.09
jefe_hogar_genero,San Martín,Área,Urbano,2021,0.21
jefe_hogar_genero,Tacna,Área,Rural,2021,0.21
jefe_hogar_genero,Tacna,Área,Urbano,2021,0.34
jefe_hogar_genero,Tumbes,Área,Rural,2021,0.16
jefe_hogar_genero,Tumbes,Área,Urbano,2021,0.22
jefe_hogar_genero,Ucayali,Área,Rural,2021,0.16
jefe_hogar_genero,Ucayali,Área,Urbano,2021,0.39
jefe_hogar_genero,Áncash,Área,Rural,2021,0.21
jefe_hogar_genero,Áncash,Área,Urbano,2021,0.36
Tasa de Asistencia Educación Inicial (%),Nacional,Total,Total,2020,0.70
Tasa de Asistencia Educación Inicial (%),Nacional,Área,Rural,2020,0.75
Tasa de Asistencia Educación Inicial (%),Nacional,Área,Urbano,2020,0.69
Tasa de Asistencia Educación Inicial (%),Amazonas,Total,Total,2020,0.78
Tasa de Asistencia Educación Inicial (%),Apurímac,Total,Total,2020,0.88
Tasa de Asistencia Educación Inicial (%),Arequipa,Total,Total,2020,0.70
Tasa de Asistencia Educación Inicial (%),Ayacucho,Total,Total,2020,0.72
Tasa de Asistencia Educación Inicial (%),Cajamarca,Total,Total,2020,0.80
Tasa de Asistencia Educación Inicial (%),Callao,Total,Total,2020,0.75
Tasa de Asistencia Educación Inicial (%),Cusco,Total,Total,2020,0.75
Tasa de Asistencia Educación Inicial (%),Huancavelica,Total,Total,2020,0.88
Tasa de Asistencia Educación Inicial (%),Huánuco,Total,Total,2020,0.71
Tasa de Asistencia Educación Inicial (%),Ica,Total,Total,2020,0.79
Tasa de Asistencia Educación Inicial (%),Junín,Total,Total,2020,0.55
Tasa de Asistencia Educación Inicial (%),La Libertad,Total,Total,2020,0.76
Tasa de Asistencia Educación Inicial (%),Lambayeque,Total,Total,2020,0.61
Tasa de Asistencia Educación Inicial (%),Lima,Total,Total,2020,0.67
Tasa de Asistencia Educación Inicial (%),Loreto,Total,Total,2020,0.62
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Total,Total,2020,0.67
Tasa de Asistencia Educación Inicial (%),Moquegua,Total,Total,2020,0.73
Tasa de Asistencia Educación Inicial (%),Pasco,Total,Total,2020,0.73
Tasa de Asistencia Educación Inicial (%),Piura,Total,Total,2020,0.76
Tasa de Asistencia Educación Inicial (%),Puno,Total,Total,2020,0.61
Tasa de Asistencia Educación Inicial (%),San Martín,Total,Total,2020,0.73
Tasa de Asistencia Educación Inicial (%),Tacna,Total,Total,2020,0.66
Tasa de Asistencia Educación Inicial (%),Tumbes,Total,Total,2020,0.77
Tasa de Asistencia Educación Inicial (%),Ucayali,Total,Total,2020,0.61
Tasa de Asistencia Educación Inicial (%),Áncash,Total,Total,2020,0.78
Tasa de Asistencia Educación Inicial (%),Amazonas,Área,Rural,2020,0.80
Tasa de Asistencia Educación Inicial (%),Amazonas,Área,Urbano,2020,0.76
Tasa de Asistencia Educación Inicial (%),Apurímac,Área,Rural,2020,0.87
Tasa de Asistencia Educación Inicial (%),Apurímac,Área,Urbano,2020,0.91
Tasa de Asistencia Educación Inicial (%),Arequipa,Área,Rural,2020,0.78
Tasa de Asistencia Educación Inicial (%),Arequipa,Área,Urbano,2020,0.69
Tasa de Asistencia Educación Inicial (%),Ayacucho,Área,Rural,2020,0.74
Tasa de Asistencia Educación Inicial (%),Ayacucho,Área,Urbano,2020,0.70
Tasa de Asistencia Educación Inicial (%),Cajamarca,Área,Rural,2020,0.80
Tasa de Asistencia Educación Inicial (%),Cajamarca,Área,Urbano,2020,0.79
Tasa de Asistencia Educación Inicial (%),Callao,Área,Urbano,2020,0.75
Tasa de Asistencia Educación Inicial (%),Cusco,Área,Rural,2020,0.75
Tasa de Asistencia Educación Inicial (%),Cusco,Área,Urbano,2020,0.75
Tasa de Asistencia Educación Inicial (%),Huancavelica,Área,Rural,2020,0.87
Tasa de Asistencia Educación Inicial (%),Huancavelica,Área,Urbano,2020,0.95
Tasa de Asistencia Educación Inicial (%),Huánuco,Área,Rural,2020,0.73
Tasa de Asistencia Educación Inicial (%),Huánuco,Área,Urbano,2020,0.68
Tasa de Asistencia Educación Inicial (%),Ica,Área,Rural,2020,0.95
Tasa de Asistencia Educación Inicial (%),Ica,Área,Urbano,2020,0.78
Tasa de Asistencia Educación Inicial (%),Junín,Área,Rural,2020,0.57
Tasa de Asistencia Educación Inicial (%),Junín,Área,Urbano,2020,0.54
Tasa de Asistencia Educación Inicial (%),La Libertad,Área,Rural,2020,0.76
Tasa de Asistencia Educación Inicial (%),La Libertad,Área,Urbano,2020,0.75
Tasa de Asistencia Educación Inicial (%),Lambayeque,Área,Rural,2020,0.67
Tasa de Asistencia Educación Inicial (%),Lambayeque,Área,Urbano,2020,0.58
Tasa de Asistencia Educación Inicial (%),Lima,Área,Rural,2020,0.80
Tasa de Asistencia Educación Inicial (%),Lima,Área,Urbano,2020,0.67
Tasa de Asistencia Educación Inicial (%),Loreto,Área,Rural,2020,0.39
Tasa de Asistencia Educación Inicial (%),Loreto,Área,Urbano,2020,0.77
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Área,Rural,2020,0.61
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Área,Urbano,2020,0.68
Tasa de Asistencia Educación Inicial (%),Moquegua,Área,Rural,2020,0.71
Tasa de Asistencia Educación Inicial (%),Moquegua,Área,Urbano,2020,0.74
Tasa de Asistencia Educación Inicial (%),Pasco,Área,Rural,2020,0.76
Tasa de Asistencia Educación Inicial (%),Pasco,Área,Urbano,2020,0.71
Tasa de Asistencia Educación Inicial (%),Piura,Área,Rural,2020,0.83
Tasa de Asistencia Educación Inicial (%),Piura,Área,Urbano,2020,0.74
Tasa de Asistencia Educación Inicial (%),Puno,Área,Rural,2020,0.89
Tasa de Asistencia Educación Inicial (%),Puno,Área,Urbano,2020,0.46
Tasa de Asistencia Educación Inicial (%),San Martín,Área,Rural,2020,0.71
Tasa de Asistencia Educación Inicial (%),San Martín,Área,Urbano,2020,0.74
Tasa de Asistencia Educación Inicial (%),Tacna,Área,Rural,2020,0.90
Tasa de Asistencia Educación Inicial (%),Tacna,Área,Urbano,2020,0.63
Tasa de Asistencia Educación Inicial (%),Tumbes,Área,Rural,2020,1.00
Tasa de Asistencia Educación Inicial (%),Tumbes,Área,Urbano,2020,0.76
Tasa de Asistencia Educación Inicial (%),Ucayali,Área,Rural,2020,0.63
Tasa de Asistencia Educación Inicial (%),Ucayali,Área,Urbano,2020,0.60
Tasa de Asistencia Educación Inicial (%),Áncash,Área,Rural,2020,0.80
Tasa de Asistencia Educación Inicial (%),Áncash,Área,Urbano,2020,0.77
tamano_hogar,Nacional,Total,Total,2020,0.00
jefe_hogar_genero,Nacional,Total,Total,2020,0.30
jefe_hogar_genero,Nacional,Área,Rural,2020,0.19
jefe_hogar_genero,Nacional,Área,Urbano,2020,0.33
jefe_hogar_genero,Amazonas,Total,Total,2020,0.21
jefe_hogar_genero,Apurímac,Total,Total,2020,0.22
jefe_hogar_genero,Arequipa,Total,Total,2020,0.35
jefe_hogar_genero,Ayacucho,Total,Total,2020,0.30
jefe_hogar_genero,Cajamarca,Total,Total,2020,0.24
jefe_hogar_genero,Callao,Total,Total,2020,0.37
jefe_hogar_genero,Cusco,Total,Total,2020,0.31
jefe_hogar_genero,Huancavelica,Total,Total,2020,0.24
jefe_hogar_genero,Huánuco,Total,Total,2020,0.25
jefe_hogar_genero,Ica,Total,Total,2020,0.37
jefe_hogar_genero,Junín,Total,Total,2020,0.25
jefe_hogar_genero,La Libertad,Total,Total,2020,0.30
jefe_hogar_genero,Lambayeque,Total,Total,2020,0.30
jefe_hogar_genero,Lima,Total,Total,2020,0.36
jefe_hogar_genero,Loreto,Total,Total,2020,0.19
jefe_hogar_genero,Madre de Dios,Total,Total,2020,0.24
jefe_hogar_genero,Moquegua,Total,Total,2020,0.26
jefe_hogar_genero,Pasco,Total,Total,2020,0.18
jefe_hogar_genero,Piura,Total,Total,2020,0.24
jefe_hogar_genero,Puno,Total,Total,2020,0.29
jefe_hogar_genero,San Martín,Total,Total,2020,0.16
jefe_hogar_genero,Tacna,Total,Total,2020,0.32
jefe_hogar_genero,Tumbes,Total,Total,2020,0.21
jefe_hogar_genero,Ucayali,Total,Total,2020,0.31
jefe_hogar_genero,Áncash,Total,Total,2020,0.30
jefe_hogar_genero,Amazonas,Área,Rural,2020,0.14
jefe_hogar_genero,Amazonas,Área,Urbano,2020,0.27
jefe_hogar_genero,Apurímac,Área,Rural,2020,0.19
jefe_hogar_genero,Apurímac,Área,Urbano,2020,0.25
jefe_hogar_genero,Arequipa,Área,Rural,2020,0.19
jefe_hogar_genero,Arequipa,Área,Urbano,2020,0.37
jefe_hogar_genero,Ayacucho,Área,Rural,2020,0.24
jefe_hogar_genero,Ayacucho,Área,Urbano,2020,0.34
jefe_hogar_genero,Cajamarca,Área,Rural,2020,0.20
jefe_hogar_genero,Cajamarca,Área,Urbano,2020,0.30
jefe_hogar_genero,Callao,Área,Urbano,2020,0.37
jefe_hogar_genero,Cusco,Área,Rural,2020,0.20
jefe_hogar_genero,Cusco,Área,Urbano,2020,0.38
jefe_hogar_genero,Huancavelica,Área,Rural,2020,0.23
jefe_hogar_genero,Huancavelica,Área,Urbano,2020,0.26
jefe_hogar_genero,Huánuco,Área,Rural,2020,0.19
jefe_hogar_genero,Huánuco,Área,Urbano,2020,0.33
jefe_hogar_genero,Ica,Área,Rural,2020,0.29
jefe_hogar_genero,Ica,Área,Urbano,2020,0.37
jefe_hogar_genero,Junín,Área,Rural,2020,0.16
jefe_hogar_genero,Junín,Área,Urbano,2020,0.30
jefe_hogar_genero,La Libertad,Área,Rural,2020,0.20
jefe_hogar_genero,La Libertad,Área,Urbano,2020,0.32
jefe_hogar_genero,Lambayeque,Área,Rural,2020,0.18
jefe_hogar_genero,Lambayeque,Área,Urbano,2020,0.33
jefe_hogar_genero,Lima,Área,Rural,2020,0.25
jefe_hogar_genero,Lima,Área,Urbano,2020,0.36
jefe_hogar_genero,Loreto,Área,Rural,2020,0.07
jefe_hogar_genero,Loreto,Área,Urbano,2020,0.24
jefe_hogar_genero,Madre de Dios,Área,Rural,2020,0.16
jefe_hogar_genero,Madre de Dios,Área,Urbano,2020,0.26
jefe_hogar_genero,Moquegua,Área,Rural,2020,0.20
jefe_hogar_genero,Moquegua,Área,Urbano,2020,0.28
jefe_hogar_genero,Pasco,Área,Rural,2020,0.14
jefe_hogar_genero,Pasco,Área,Urbano,2020,0.20
jefe_hogar_genero,Piura,Área,Rural,2020,0.17
jefe_hogar_genero,Piura,Área,Urbano,2020,0.26
jefe_hogar_genero,Puno,Área,Rural,2020,0.26
jefe_hogar_genero,Puno,Área,Urbano,2020,0.31
jefe_hogar_genero,San Martín,Área,Rural,2020,0.08
jefe_hogar_genero,San Martín,Área,Urbano,2020,0.19
jefe_hogar_genero,Tacna,Área,Rural,2020,0.19
jefe_hogar_genero,Tacna,Área,Urbano,2020,0.34
jefe_hogar_genero,Tumbes,Área,Rural,2020,0.16
jefe_hogar_genero,Tumbes,Área,Urbano,2020,0.21
jefe_hogar_genero,Ucayali,Área,Rural,2020,0.17
jefe_hogar_genero,Ucayali,Área,Urbano,2020,0.34
jefe_hogar_genero,Áncash,Área,Rural,2020,0.23
jefe_hogar_genero,Áncash,Área,Urbano,2020,0.33
Tasa de Asistencia Educación Inicial (%),Nacional,Total,Total,2019,0.83
Tasa de Asistencia Educación Inicial (%),Nacional,Área,Rural,2019,0.81
Tasa de Asistencia Educación Inicial (%),Nacional,Área,Urbano,2019,0.84
Tasa de Asistencia Educación Inicial (%),Amazonas,Total,Total,2019,0.86
Tasa de Asistencia Educación Inicial (%),Apurímac,Total,Total,2019,0.88
Tasa de Asistencia Educación Inicial (%),Arequipa,Total,Total,2019,0.86
Tasa de Asistencia Educación Inicial (%),Ayacucho,Total,Total,2019,0.86
Tasa de Asistencia Educación Inicial (%),Cajamarca,Total,Total,2019,0.87
Tasa de Asistencia Educación Inicial (%),Callao,Total,Total,2019,0.89
Tasa de Asistencia Educación Inicial (%),Cusco,Total,Total,2019,0.87
Tasa de Asistencia Educación Inicial (%),Huancavelica,Total,Total,2019,0.86
Tasa de Asistencia Educación Inicial (%),Huánuco,Total,Total,2019,0.78
Tasa de Asistencia Educación Inicial (%),Ica,Total,Total,2019,0.91
Tasa de Asistencia Educación Inicial (%),Junín,Total,Total,2019,0.76
Tasa de Asistencia Educación Inicial (%),La Libertad,Total,Total,2019,0.84
Tasa de Asistencia Educación Inicial (%),Lambayeque,Total,Total,2019,0.81
Tasa de Asistencia Educación Inicial (%),Lima,Total,Total,2019,0.86
Tasa de Asistencia Educación Inicial (%),Loreto,Total,Total,2019,0.81
Tasa de Asistencia Educación Inicial (%),Madre de Dios,Total,Total,2019,0.71
Tasa de Asistencia Educación Inicial (%),Moquegua,Total,Total,2019,0.97
Tasa de Asistencia Educación Inicial (%),Pasco,Total,Total,2019,0.79
